#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
AADACL4	LY6G6C	9606.ENSP00000365395	9606.ENSP00000364978	0	0	0	0	0	0	0	0.187	0.187
CCL20	EMP1	9606.ENSP00000351671	9606.ENSP00000256951	0	0	0	0	0.076	0	0	0.217	0.245
CCL20	TLR2	9606.ENSP00000351671	9606.ENSP00000260010	0	0	0	0	0.063	0	0	0.569	0.580
CCL20	THBS1	9606.ENSP00000351671	9606.ENSP00000260356	0	0	0	0	0.065	0	0	0.244	0.262
CCL20	KCNN4	9606.ENSP00000351671	9606.ENSP00000262888	0	0	0	0	0.077	0	0	0.126	0.158
CCL20	IL1B	9606.ENSP00000351671	9606.ENSP00000263341	0	0	0	0	0.602	0	0.900	0.743	0.988
CCL20	TNFRSF8	9606.ENSP00000351671	9606.ENSP00000263932	0	0	0	0	0	0	0	0.206	0.206
CCL20	IL18RAP	9606.ENSP00000351671	9606.ENSP00000264260	0	0	0	0	0	0	0	0.217	0.217
CCL20	FCGR2A	9606.ENSP00000351671	9606.ENSP00000271450	0	0	0	0	0	0	0	0.269	0.269
CCL20	OSMR	9606.ENSP00000351671	9606.ENSP00000274276	0	0	0	0	0.062	0	0	0.134	0.152
CCL20	PDPN	9606.ENSP00000351671	9606.ENSP00000294489	0	0	0	0	0	0	0	0.269	0.269
CCL20	FOSL1	9606.ENSP00000351671	9606.ENSP00000310170	0	0	0	0	0.117	0	0	0.127	0.196
CCL20	TNFRSF10D	9606.ENSP00000351671	9606.ENSP00000310263	0	0	0	0	0.049	0	0	0.306	0.311
CCL20	STAB1	9606.ENSP00000351671	9606.ENSP00000312946	0	0	0	0	0	0	0	0.155	0.154
CCL20	MMP19	9606.ENSP00000351671	9606.ENSP00000313437	0	0	0	0	0.076	0	0	0.196	0.225
CCL20	SPHK1	9606.ENSP00000351671	9606.ENSP00000313681	0	0	0	0	0.076	0	0	0.124	0.155
CCL20	CXCR2	9606.ENSP00000351671	9606.ENSP00000319635	0	0	0	0	0	0	0.600	0.565	0.818
CCL20	TNFRSF12A	9606.ENSP00000351671	9606.ENSP00000326737	0	0	0	0	0.067	0	0	0.235	0.255
CCL20	SOCS1	9606.ENSP00000351671	9606.ENSP00000329418	0	0	0	0	0.069	0	0	0.272	0.293
CCL20	SOCS3	9606.ENSP00000351671	9606.ENSP00000330341	0	0	0	0	0.069	0	0	0.369	0.387
CCL20	IL1R2	9606.ENSP00000351671	9606.ENSP00000330959	0	0	0	0	0.098	0	0	0.380	0.417
CCL20	PLAUR	9606.ENSP00000351671	9606.ENSP00000339328	0	0	0	0	0.088	0	0	0.240	0.277
CCL20	IL27	9606.ENSP00000351671	9606.ENSP00000349365	0	0	0	0	0.069	0	0	0.182	0.205
CCL20	COL4A1	9606.ENSP00000351671	9606.ENSP00000364979	0	0	0	0	0	0	0	0.153	0.153
CCL20	TGFBI	9606.ENSP00000351671	9606.ENSP00000416330	0	0	0	0	0.088	0	0	0.115	0.158
CCL20	VDR	9606.ENSP00000351671	9606.ENSP00000447173	0	0	0	0	0.065	0	0	0.142	0.163
CCL20	FPR1	9606.ENSP00000351671	9606.ENSP00000471493	0	0	0	0	0	0	0	0.167	0.167
CCL20	GBP2	9606.ENSP00000351671	9606.ENSP00000359497	0	0	0	0	0.088	0	0	0.145	0.187
CCL20	PGF	9606.ENSP00000351671	9606.ENSP00000451040	0	0	0	0	0	0	0	0.202	0.202
CCL20	HLA-G	9606.ENSP00000351671	9606.ENSP00000412927	0	0	0	0	0	0	0	0.218	0.218
CCL20	THBD	9606.ENSP00000351671	9606.ENSP00000366307	0	0	0	0	0.069	0	0	0.217	0.239
CCL20	CEBPD	9606.ENSP00000351671	9606.ENSP00000386165	0	0	0	0	0.062	0	0	0.224	0.240
CCL20	CISH	9606.ENSP00000351671	9606.ENSP00000409346	0	0	0	0	0.062	0	0	0.224	0.240
CCL20	MYC	9606.ENSP00000351671	9606.ENSP00000479618	0	0	0	0	0.060	0	0	0.240	0.255
CCL20	S100A8	9606.ENSP00000351671	9606.ENSP00000357722	0	0	0	0	0	0	0	0.258	0.258
CCL20	SERPINA1	9606.ENSP00000351671	9606.ENSP00000416066	0	0	0	0	0.154	0	0	0.166	0.264
CCL20	TNFSF14	9606.ENSP00000351671	9606.ENSP00000469049	0	0	0	0	0	0	0	0.294	0.294
CCL20	IL2RA	9606.ENSP00000351671	9606.ENSP00000369293	0	0	0	0	0	0	0	0.320	0.320
CCL20	IL18R1	9606.ENSP00000351671	9606.ENSP00000387211	0	0	0	0	0	0	0	0.322	0.321
CCL20	ZC3H12A	9606.ENSP00000351671	9606.ENSP00000362179	0	0	0	0	0.177	0	0	0.255	0.361
CCL20	CD163	9606.ENSP00000351671	9606.ENSP00000352071	0	0	0	0	0	0	0	0.364	0.364
CCL20	S100A9	9606.ENSP00000351671	9606.ENSP00000357727	0	0	0	0	0.069	0	0	0.354	0.373
CCL20	CD44	9606.ENSP00000351671	9606.ENSP00000398632	0	0	0	0	0.076	0	0	0.358	0.381
CCL20	VEGFA	9606.ENSP00000351671	9606.ENSP00000478570	0	0	0	0	0.065	0	0	0.520	0.532
CCL20	CCL26	9606.ENSP00000351671	9606.ENSP00000378365	0	0	0	0	0	0	0	0.595	0.595
CCL20	CCL8	9606.ENSP00000351671	9606.ENSP00000378118	0	0	0	0	0.107	0	0	0.669	0.692
CCL20	IL6	9606.ENSP00000351671	9606.ENSP00000385675	0	0	0	0	0.245	0	0.900	0.757	0.980
CCL26	OSM	9606.ENSP00000378365	9606.ENSP00000215781	0	0	0	0	0	0	0	0.181	0.181
CCL26	TIMP1	9606.ENSP00000378365	9606.ENSP00000218388	0	0	0	0	0.060	0	0	0.242	0.257
CCL26	SERPINE1	9606.ENSP00000378365	9606.ENSP00000223095	0	0	0	0	0.071	0	0	0.171	0.196
CCL26	CHI3L1	9606.ENSP00000378365	9606.ENSP00000255409	0	0	0	0	0	0	0	0.166	0.165
CCL26	TLR2	9606.ENSP00000378365	9606.ENSP00000260010	0	0	0	0	0	0	0	0.195	0.195
CCL26	IL1B	9606.ENSP00000378365	9606.ENSP00000263341	0	0	0	0	0	0	0	0.504	0.504
CCL26	CXCR2	9606.ENSP00000378365	9606.ENSP00000319635	0	0	0	0	0	0	0.600	0.335	0.722
CCL26	SOCS1	9606.ENSP00000378365	9606.ENSP00000329418	0	0	0	0	0	0	0	0.216	0.216
CCL26	SOCS3	9606.ENSP00000378365	9606.ENSP00000330341	0	0	0	0	0	0	0	0.167	0.167
CCL26	CD163	9606.ENSP00000378365	9606.ENSP00000352071	0	0	0	0	0	0	0	0.162	0.161
CCL26	IL2RA	9606.ENSP00000378365	9606.ENSP00000369293	0	0	0	0	0	0	0	0.166	0.165
CCL26	CCL8	9606.ENSP00000378365	9606.ENSP00000378118	0	0	0	0.818	0	0.237	0	0.595	0.317
CCL26	CISH	9606.ENSP00000378365	9606.ENSP00000409346	0	0	0	0	0	0	0	0.181	0.181
CCL26	PGF	9606.ENSP00000378365	9606.ENSP00000451040	0	0	0	0	0	0	0	0.234	0.234
CCL26	HLA-G	9606.ENSP00000378365	9606.ENSP00000412927	0	0	0	0	0	0	0	0.306	0.306
CCL26	VEGFA	9606.ENSP00000378365	9606.ENSP00000478570	0	0	0	0	0	0	0	0.369	0.369
CCL26	IL6	9606.ENSP00000378365	9606.ENSP00000385675	0	0	0	0	0	0	0	0.506	0.506
CCL8	OSM	9606.ENSP00000378118	9606.ENSP00000215781	0	0	0	0	0.142	0	0	0.170	0.257
CCL8	TIMP1	9606.ENSP00000378118	9606.ENSP00000218388	0	0	0	0	0.062	0	0	0.259	0.275
CCL8	SERPINE1	9606.ENSP00000378118	9606.ENSP00000223095	0	0	0	0	0.062	0	0	0.193	0.210
CCL8	LIF	9606.ENSP00000378118	9606.ENSP00000249075	0	0	0	0	0	0	0	0.193	0.193
CCL8	CHI3L1	9606.ENSP00000378118	9606.ENSP00000255409	0	0	0	0	0.077	0	0	0.124	0.156
CCL8	FABP4	9606.ENSP00000378118	9606.ENSP00000256104	0	0	0	0	0.110	0	0	0.087	0.152
CCL8	TLR2	9606.ENSP00000378118	9606.ENSP00000260010	0	0	0	0	0.151	0	0	0.402	0.471
CCL8	THBS1	9606.ENSP00000378118	9606.ENSP00000260356	0	0	0	0	0.062	0	0	0.193	0.210
CCL8	IL1B	9606.ENSP00000378118	9606.ENSP00000263341	0	0	0	0	0.236	0	0	0.612	0.691
CCL8	FCGR2A	9606.ENSP00000378118	9606.ENSP00000271450	0	0	0	0	0.097	0	0	0.141	0.191
CCL8	SLAMF8	9606.ENSP00000378118	9606.ENSP00000289707	0	0	0	0	0.278	0	0	0	0.278
CCL8	CD14	9606.ENSP00000378118	9606.ENSP00000304236	0	0	0	0	0.184	0	0	0.115	0.248
CCL8	STAB1	9606.ENSP00000378118	9606.ENSP00000312946	0	0	0	0	0.141	0	0	0.108	0.201
CCL8	MMP19	9606.ENSP00000378118	9606.ENSP00000313437	0	0	0	0	0.137	0	0	0.067	0.160
CCL8	CXCR2	9606.ENSP00000378118	9606.ENSP00000319635	0	0	0	0	0	0	0.600	0.463	0.776
CCL8	SOCS1	9606.ENSP00000378118	9606.ENSP00000329418	0	0	0	0	0.085	0	0	0.230	0.266
CCL8	SOCS3	9606.ENSP00000378118	9606.ENSP00000330341	0	0	0	0	0.110	0	0	0.222	0.278
CCL8	IL1R2	9606.ENSP00000378118	9606.ENSP00000330959	0	0	0	0	0.107	0	0	0.245	0.297
CCL8	F3	9606.ENSP00000378118	9606.ENSP00000334145	0	0	0	0	0	0	0	0.163	0.163
CCL8	PLAUR	9606.ENSP00000378118	9606.ENSP00000339328	0	0	0	0	0.086	0	0	0.189	0.228
CCL8	IL27	9606.ENSP00000378118	9606.ENSP00000349365	0	0	0	0	0.213	0	0	0.052	0.222
CCL8	CD163	9606.ENSP00000378118	9606.ENSP00000352071	0	0	0	0	0.212	0	0	0.323	0.443
CCL8	S100A9	9606.ENSP00000378118	9606.ENSP00000357727	0	0	0	0	0.154	0	0	0.106	0.212
CCL8	GBP2	9606.ENSP00000378118	9606.ENSP00000359497	0	0	0	0	0.149	0	0	0.106	0.206
CCL8	CH25H	9606.ENSP00000378118	9606.ENSP00000360918	0	0	0	0	0.143	0	0	0.085	0.182
CCL8	VSIG4	9606.ENSP00000378118	9606.ENSP00000363869	0	0	0	0	0.215	0	0	0.063	0.233
CCL8	THBD	9606.ENSP00000378118	9606.ENSP00000366307	0	0	0	0	0.102	0	0	0.229	0.278
CCL8	IL2RA	9606.ENSP00000378118	9606.ENSP00000369293	0	0	0	0	0.089	0	0	0.255	0.292
CCL8	MYC	9606.ENSP00000378118	9606.ENSP00000479618	0	0	0	0	0.055	0	0	0.140	0.152
CCL8	PGF	9606.ENSP00000378118	9606.ENSP00000451040	0	0	0	0	0	0	0	0.154	0.153
CCL8	CD44	9606.ENSP00000378118	9606.ENSP00000398632	0	0	0	0	0	0	0	0.171	0.171
CCL8	IL18R1	9606.ENSP00000378118	9606.ENSP00000387211	0	0	0	0	0	0	0	0.230	0.229
CCL8	GPR84	9606.ENSP00000378118	9606.ENSP00000450310	0	0	0	0	0.230	0	0	0.058	0.243
CCL8	TNFSF14	9606.ENSP00000378118	9606.ENSP00000469049	0	0	0	0	0.054	0	0	0.294	0.303
CCL8	VEGFA	9606.ENSP00000378118	9606.ENSP00000478570	0	0	0	0	0	0	0	0.401	0.401
CCL8	IL6	9606.ENSP00000378118	9606.ENSP00000385675	0	0	0	0	0.173	0	0	0.643	0.692
CD14	OSM	9606.ENSP00000304236	9606.ENSP00000215781	0	0	0	0	0.213	0	0	0.077	0.242
CD14	TIMP1	9606.ENSP00000304236	9606.ENSP00000218388	0	0	0	0	0.146	0	0	0.188	0.277
CD14	SLC11A1	9606.ENSP00000304236	9606.ENSP00000233202	0	0	0	0	0.232	0	0	0.128	0.302
CD14	LILRB3	9606.ENSP00000304236	9606.ENSP00000245620	0	0	0	0	0.277	0	0	0	0.277
CD14	CD93	9606.ENSP00000304236	9606.ENSP00000246006	0	0	0	0	0.322	0	0	0.096	0.361
CD14	CHI3L1	9606.ENSP00000304236	9606.ENSP00000255409	0	0	0	0	0.158	0	0	0.205	0.301
CD14	FABP4	9606.ENSP00000304236	9606.ENSP00000256104	0	0	0	0	0.096	0	0	0.101	0.152
CD14	TLR2	9606.ENSP00000304236	9606.ENSP00000260010	0	0	0	0	0.611	0.656	0.900	0.825	0.997
CD14	THBS1	9606.ENSP00000304236	9606.ENSP00000260356	0	0	0	0	0.063	0	0	0.156	0.176
CD14	IL1B	9606.ENSP00000304236	9606.ENSP00000263341	0	0	0	0	0.255	0	0	0.570	0.666
CD14	IL18RAP	9606.ENSP00000304236	9606.ENSP00000264260	0	0	0	0	0.139	0	0	0.063	0.158
CD14	SECTM1	9606.ENSP00000304236	9606.ENSP00000269389	0	0	0	0	0.214	0	0	0.112	0.272
CD14	FCGR2A	9606.ENSP00000304236	9606.ENSP00000271450	0	0	0	0	0.360	0	0	0.675	0.783
CD14	GPR115	9606.ENSP00000304236	9606.ENSP00000283303	0	0	0	0	0.061	0	0	0.169	0.186
CD14	SLAMF8	9606.ENSP00000304236	9606.ENSP00000289707	0	0	0	0	0.522	0	0	0	0.522
CD14	CISH	9606.ENSP00000304236	9606.ENSP00000409346	0	0	0	0	0.089	0	0	0.105	0.150
CD14	TGFBI	9606.ENSP00000304236	9606.ENSP00000416330	0	0	0	0	0.157	0	0	0	0.157
CD14	ZFP36	9606.ENSP00000304236	9606.ENSP00000469647	0	0	0	0	0.165	0	0	0	0.165
CD14	VDR	9606.ENSP00000304236	9606.ENSP00000447173	0	0	0	0	0.078	0	0	0.135	0.169
CD14	IL27	9606.ENSP00000304236	9606.ENSP00000349365	0	0	0	0	0.157	0	0	0.067	0.180
CD14	GBP2	9606.ENSP00000304236	9606.ENSP00000359497	0	0	0	0	0.182	0	0	0	0.182
CD14	PLAUR	9606.ENSP00000304236	9606.ENSP00000339328	0	0	0	0	0.123	0	0	0.128	0.202
CD14	VEGFA	9606.ENSP00000304236	9606.ENSP00000478570	0	0	0	0	0	0	0	0.210	0.210
CD14	CXCR2	9606.ENSP00000304236	9606.ENSP00000319635	0	0	0	0	0.127	0.064	0	0.156	0.251
CD14	SOCS3	9606.ENSP00000304236	9606.ENSP00000330341	0	0	0	0	0.139	0	0	0.168	0.253
CD14	CEBPD	9606.ENSP00000304236	9606.ENSP00000386165	0	0	0	0	0.258	0	0	0.042	0.259
CD14	GPR84	9606.ENSP00000304236	9606.ENSP00000450310	0	0	0	0	0.243	0.064	0	0.071	0.285
CD14	TYMP	9606.ENSP00000304236	9606.ENSP00000379038	0	0	0	0	0.305	0	0	0	0.305
CD14	THBD	9606.ENSP00000304236	9606.ENSP00000366307	0	0	0	0	0.189	0	0	0.186	0.312
CD14	SERPINA1	9606.ENSP00000304236	9606.ENSP00000416066	0	0	0	0	0.211	0	0	0.183	0.327
CD14	IL1R2	9606.ENSP00000304236	9606.ENSP00000330959	0	0	0	0	0.197	0	0	0.258	0.378
CD14	SIGLEC7	9606.ENSP00000304236	9606.ENSP00000323328	0	0	0	0	0.347	0	0	0.102	0.388
CD14	IL2RA	9606.ENSP00000304236	9606.ENSP00000369293	0	0	0	0	0.077	0	0	0.396	0.418
CD14	CD44	9606.ENSP00000304236	9606.ENSP00000398632	0	0	0	0	0.088	0	0	0.490	0.515
CD14	VSIG4	9606.ENSP00000304236	9606.ENSP00000363869	0	0	0	0	0.606	0	0	0	0.606
CD14	S100A9	9606.ENSP00000304236	9606.ENSP00000357727	0	0	0	0	0.553	0	0	0.157	0.607
CD14	IL6	9606.ENSP00000304236	9606.ENSP00000385675	0	0	0	0	0.076	0	0	0.598	0.613
CD14	FPR1	9606.ENSP00000304236	9606.ENSP00000471493	0	0	0	0	0.575	0.064	0	0.127	0.623
CD14	S100A8	9606.ENSP00000304236	9606.ENSP00000357722	0	0	0	0	0.544	0	0	0.214	0.626
CD14	STAB1	9606.ENSP00000304236	9606.ENSP00000312946	0	0	0	0	0.642	0	0	0.309	0.742
CD14	CD163	9606.ENSP00000304236	9606.ENSP00000352071	0	0	0	0	0.766	0	0	0.486	0.874
CD160	IL1B	9606.ENSP00000235933	9606.ENSP00000263341	0	0	0	0	0	0	0	0.162	0.161
CD160	CR2	9606.ENSP00000235933	9606.ENSP00000356024	0	0	0	0	0	0	0	0.181	0.181
CD160	IL18RAP	9606.ENSP00000235933	9606.ENSP00000264260	0	0	0	0	0	0	0	0.193	0.193
CD160	TNFRSF8	9606.ENSP00000235933	9606.ENSP00000263932	0	0	0	0	0	0	0	0.230	0.230
CD160	IL2RA	9606.ENSP00000235933	9606.ENSP00000369293	0	0	0	0	0	0	0	0.239	0.239
CD160	IL18R1	9606.ENSP00000235933	9606.ENSP00000387211	0	0	0	0	0	0	0	0.261	0.261
CD160	IL6	9606.ENSP00000235933	9606.ENSP00000385675	0	0	0	0	0	0	0	0.265	0.265
CD160	NFIL3	9606.ENSP00000235933	9606.ENSP00000297689	0	0	0	0	0	0	0	0.292	0.292
CD160	CD44	9606.ENSP00000235933	9606.ENSP00000398632	0	0	0	0	0	0	0	0.316	0.315
CD160	LILRB3	9606.ENSP00000235933	9606.ENSP00000245620	0	0	0	0	0	0	0	0.325	0.325
CD160	TNFSF14	9606.ENSP00000235933	9606.ENSP00000469049	0	0	0	0	0.060	0	0	0.656	0.663
CD160	HLA-G	9606.ENSP00000235933	9606.ENSP00000412927	0	0	0	0	0	0	0.600	0.942	0.975
CD163	OSM	9606.ENSP00000352071	9606.ENSP00000215781	0	0	0	0	0.138	0	0	0.204	0.284
CD163	TIMP1	9606.ENSP00000352071	9606.ENSP00000218388	0	0	0	0	0.062	0	0	0.341	0.355
CD163	SERPINE1	9606.ENSP00000352071	9606.ENSP00000223095	0	0	0	0	0	0	0	0.309	0.309
CD163	COL1A1	9606.ENSP00000352071	9606.ENSP00000225964	0	0	0	0	0.089	0	0	0.241	0.278
CD163	LOX	9606.ENSP00000352071	9606.ENSP00000231004	0	0	0	0	0.062	0	0	0.212	0.229
CD163	SLC11A1	9606.ENSP00000352071	9606.ENSP00000233202	0	0	0	0	0.214	0	0	0.289	0.417
CD163	LILRB3	9606.ENSP00000352071	9606.ENSP00000245620	0	0	0	0	0.140	0	0	0.101	0.193
CD163	CD93	9606.ENSP00000352071	9606.ENSP00000246006	0	0	0	0	0.411	0	0	0.291	0.564
CD163	CHI3L1	9606.ENSP00000352071	9606.ENSP00000255409	0	0	0	0	0.110	0	0	0.394	0.437
CD163	FABP4	9606.ENSP00000352071	9606.ENSP00000256104	0	0	0	0	0.129	0	0	0.242	0.311
CD163	TLR2	9606.ENSP00000352071	9606.ENSP00000260010	0	0	0	0	0.560	0	0	0.510	0.775
CD163	THBS1	9606.ENSP00000352071	9606.ENSP00000260356	0	0	0	0	0	0	0	0.294	0.294
CD163	IL1B	9606.ENSP00000352071	9606.ENSP00000263341	0	0	0	0	0.088	0	0	0.683	0.699
CD163	TNFRSF8	9606.ENSP00000352071	9606.ENSP00000263932	0	0	0	0	0	0	0	0.466	0.465
CD163	IL18RAP	9606.ENSP00000352071	9606.ENSP00000264260	0	0	0	0	0.111	0	0	0.089	0.155
CD163	CP	9606.ENSP00000352071	9606.ENSP00000264613	0	0	0	0	0.062	0	0	0.187	0.204
CD163	FCGR2A	9606.ENSP00000352071	9606.ENSP00000271450	0	0	0	0	0.317	0	0	0.548	0.678
CD163	SLAMF8	9606.ENSP00000352071	9606.ENSP00000289707	0	0	0	0	0.557	0	0	0.067	0.569
CD163	PDPN	9606.ENSP00000352071	9606.ENSP00000294489	0	0	0	0	0	0	0	0.213	0.213
CD163	RRAD	9606.ENSP00000352071	9606.ENSP00000299759	0	0	0	0	0	0	0	0.164	0.164
CD163	STAB1	9606.ENSP00000352071	9606.ENSP00000312946	0	0	0	0	0.482	0	0	0.518	0.739
CD163	SPHK1	9606.ENSP00000352071	9606.ENSP00000313681	0	0	0	0	0	0	0	0.193	0.193
CD163	CXCR2	9606.ENSP00000352071	9606.ENSP00000319635	0	0	0	0	0.076	0	0	0.325	0.349
CD163	SIGLEC7	9606.ENSP00000352071	9606.ENSP00000323328	0	0	0	0	0.183	0	0	0.114	0.245
CD163	TNFRSF12A	9606.ENSP00000352071	9606.ENSP00000326737	0	0	0	0	0	0	0	0.619	0.619
CD163	SOCS1	9606.ENSP00000352071	9606.ENSP00000329418	0	0	0	0	0	0	0	0.264	0.264
CD163	SOCS3	9606.ENSP00000352071	9606.ENSP00000330341	0	0	0	0	0	0	0	0.341	0.341
CD163	IL1R2	9606.ENSP00000352071	9606.ENSP00000330959	0	0	0	0	0.099	0	0	0.323	0.363
CD163	F3	9606.ENSP00000352071	9606.ENSP00000334145	0	0	0	0	0	0	0	0.294	0.294
CD163	PLAUR	9606.ENSP00000352071	9606.ENSP00000339328	0	0	0	0	0	0	0	0.193	0.193
CD163	MEDAG	9606.ENSP00000352071	9606.ENSP00000369849	0	0	0	0	0.156	0	0	0	0.155
CD163	VDR	9606.ENSP00000352071	9606.ENSP00000447173	0	0	0	0	0.088	0	0	0.112	0.155
CD163	CEBPD	9606.ENSP00000352071	9606.ENSP00000386165	0	0	0	0	0.123	0	0	0.092	0.169
CD163	IL18R1	9606.ENSP00000352071	9606.ENSP00000387211	0	0	0	0	0	0	0	0.191	0.191
CD163	PGF	9606.ENSP00000352071	9606.ENSP00000451040	0	0	0	0	0	0	0	0.202	0.202
CD163	TGFBI	9606.ENSP00000352071	9606.ENSP00000416330	0	0	0	0	0.108	0	0	0.146	0.206
CD163	FAM115C	9606.ENSP00000352071	9606.ENSP00000412724	0	0	0	0	0	0	0	0.207	0.207
CD163	MYC	9606.ENSP00000352071	9606.ENSP00000479618	0	0	0	0	0	0	0	0.220	0.220
CD163	GBP2	9606.ENSP00000352071	9606.ENSP00000359497	0	0	0	0	0.181	0	0	0.088	0.221
CD163	SLC39A14	9606.ENSP00000352071	9606.ENSP00000352779	0	0	0	0	0	0	0	0.229	0.228
CD163	TYMP	9606.ENSP00000352071	9606.ENSP00000379038	0	0	0	0	0.139	0	0	0.150	0.236
CD163	HLA-G	9606.ENSP00000352071	9606.ENSP00000412927	0	0	0	0	0	0	0	0.260	0.260
CD163	STEAP4	9606.ENSP00000352071	9606.ENSP00000369419	0	0	0	0	0.106	0	0	0.212	0.266
CD163	TNFSF14	9606.ENSP00000352071	9606.ENSP00000469049	0	0	0	0	0.076	0	0	0.239	0.267
CD163	CISH	9606.ENSP00000352071	9606.ENSP00000409346	0	0	0	0	0	0	0	0.278	0.278
CD163	IL2RA	9606.ENSP00000352071	9606.ENSP00000369293	0	0	0	0	0.111	0	0	0.234	0.290
CD163	S100A8	9606.ENSP00000352071	9606.ENSP00000357722	0	0	0	0	0.183	0	0	0.169	0.292
CD163	SERPINA1	9606.ENSP00000352071	9606.ENSP00000416066	0	0	0	0	0.107	0	0	0.287	0.337
CD163	CD44	9606.ENSP00000352071	9606.ENSP00000398632	0	0	0	0	0	0	0	0.390	0.390
CD163	HAMP	9606.ENSP00000352071	9606.ENSP00000471894	0	0	0	0	0.062	0	0	0.395	0.408
CD163	THBD	9606.ENSP00000352071	9606.ENSP00000366307	0	0	0	0	0.104	0	0	0.392	0.431
CD163	FPR1	9606.ENSP00000352071	9606.ENSP00000471493	0	0	0	0	0.337	0	0	0.236	0.471
CD163	CR2	9606.ENSP00000352071	9606.ENSP00000356024	0	0	0	0	0.062	0	0	0.519	0.530
CD163	VEGFA	9606.ENSP00000352071	9606.ENSP00000478570	0	0	0	0	0	0	0	0.564	0.564
CD163	S100A9	9606.ENSP00000352071	9606.ENSP00000357727	0	0	0	0	0.189	0	0	0.656	0.709
CD163	VSIG4	9606.ENSP00000352071	9606.ENSP00000363869	0	0	0	0	0.824	0	0	0.407	0.891
CD163	IL6	9606.ENSP00000352071	9606.ENSP00000385675	0	0	0	0	0	0	0.900	0.710	0.969
CD44	GADD45B	9606.ENSP00000398632	9606.ENSP00000215631	0	0	0	0	0.069	0	0	0.156	0.180
CD44	OSM	9606.ENSP00000398632	9606.ENSP00000215781	0	0	0	0	0	0	0	0.322	0.321
CD44	TIMP1	9606.ENSP00000398632	9606.ENSP00000218388	0	0	0	0	0.158	0	0	0.952	0.958
CD44	TFPI2	9606.ENSP00000398632	9606.ENSP00000222543	0	0	0	0	0.070	0	0	0.157	0.182
CD44	SERPINE1	9606.ENSP00000398632	9606.ENSP00000223095	0	0	0	0	0.130	0	0	0.423	0.476
CD44	COL1A1	9606.ENSP00000398632	9606.ENSP00000225964	0	0	0	0	0.085	0.213	0.600	0.478	0.829
CD44	LOX	9606.ENSP00000398632	9606.ENSP00000231004	0	0	0	0	0.107	0	0	0.460	0.497
CD44	CD93	9606.ENSP00000398632	9606.ENSP00000246006	0	0	0	0	0.062	0	0	0.411	0.424
CD44	LIF	9606.ENSP00000398632	9606.ENSP00000249075	0	0	0	0	0.095	0	0	0.431	0.463
CD44	CHI3L1	9606.ENSP00000398632	9606.ENSP00000255409	0	0	0	0	0.062	0	0	0.390	0.403
CD44	FABP4	9606.ENSP00000398632	9606.ENSP00000256104	0	0	0	0	0.062	0	0	0.375	0.389
CD44	EMP1	9606.ENSP00000398632	9606.ENSP00000256951	0	0	0	0	0.195	0	0	0.124	0.265
CD44	MYO1G	9606.ENSP00000398632	9606.ENSP00000258787	0	0	0	0	0.072	0	0	0.139	0.167
CD44	TLR2	9606.ENSP00000398632	9606.ENSP00000260010	0	0	0	0	0.092	0	0	0.972	0.974
CD44	THBS1	9606.ENSP00000398632	9606.ENSP00000260356	0	0	0	0	0.110	0	0	0.616	0.644
CD44	LOXL4	9606.ENSP00000398632	9606.ENSP00000260702	0	0	0	0	0.085	0	0	0.151	0.190
CD44	KCNN4	9606.ENSP00000398632	9606.ENSP00000262888	0	0	0	0	0.111	0	0	0.090	0.156
CD44	IL1B	9606.ENSP00000398632	9606.ENSP00000263341	0	0	0	0	0.098	0	0	0.642	0.664
CD44	TNFRSF8	9606.ENSP00000398632	9606.ENSP00000263932	0	0	0	0	0	0	0	0.337	0.337
CD44	FCGR2A	9606.ENSP00000398632	9606.ENSP00000271450	0	0	0	0	0.062	0	0	0.653	0.661
CD44	OSMR	9606.ENSP00000398632	9606.ENSP00000274276	0	0	0	0	0.094	0	0	0.166	0.212
CD44	WNT3A	9606.ENSP00000398632	9606.ENSP00000284523	0	0	0	0	0	0	0	0.508	0.508
CD44	ITGA5	9606.ENSP00000398632	9606.ENSP00000293379	0	0	0	0	0.130	0	0	0.628	0.663
CD44	PDPN	9606.ENSP00000398632	9606.ENSP00000294489	0	0	0	0	0.063	0	0	0.920	0.923
CD44	NFIL3	9606.ENSP00000398632	9606.ENSP00000297689	0	0	0	0	0.060	0	0	0.246	0.261
CD44	TM4SF1	9606.ENSP00000398632	9606.ENSP00000304277	0	0	0	0	0.133	0	0	0.173	0.252
CD44	FOSL1	9606.ENSP00000398632	9606.ENSP00000310170	0	0	0	0	0.138	0	0	0.347	0.413
CD44	MMP19	9606.ENSP00000398632	9606.ENSP00000313437	0	0	0	0	0.076	0	0	0.143	0.174
CD44	SPHK1	9606.ENSP00000398632	9606.ENSP00000313681	0	0	0	0	0.076	0	0	0.202	0.231
CD44	ZFP42	9606.ENSP00000398632	9606.ENSP00000317686	0	0	0	0	0	0	0	0.153	0.152
CD44	CXCR2	9606.ENSP00000398632	9606.ENSP00000319635	0	0	0	0	0.062	0	0	0.971	0.971
CD44	TNFRSF12A	9606.ENSP00000398632	9606.ENSP00000326737	0	0	0	0	0.096	0	0	0.218	0.263
