#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ABCC6	SLC22A3	9606.ENSP00000205557	9606.ENSP00000275300	0	0	0	0	0.062	0.064	0	0.377	0.405
COL2A1	SPP1	9606.ENSP00000369889	9606.ENSP00000378517	0	0	0	0	0	0	0	0.587	0.587
COL2A1	PRG4	9606.ENSP00000369889	9606.ENSP00000399679	0	0	0	0	0	0.059	0	0.643	0.650
COL2A1	SERPINH1	9606.ENSP00000369889	9606.ENSP00000434412	0	0	0	0	0.098	0.182	0.600	0.343	0.780
COL2A1	COL8A2	9606.ENSP00000369889	9606.ENSP00000380901	0	0	0.417	0.722	0.065	0.641	0.300	0.172	0.781
COL3A1	PCOLCE	9606.ENSP00000304408	9606.ENSP00000223061	0	0	0	0	0.487	0.857	0.900	0.418	0.995
COL3A1	SERPINE1	9606.ENSP00000304408	9606.ENSP00000223095	0	0	0	0	0.117	0.059	0	0.476	0.527
COL3A1	OGN	9606.ENSP00000304408	9606.ENSP00000262551	0	0	0	0	0.202	0.076	0	0.335	0.467
COL3A1	LUM	9606.ENSP00000304408	9606.ENSP00000266718	0	0	0	0	0.831	0.189	0.720	0.607	0.982
COL3A1	VCAM1	9606.ENSP00000304408	9606.ENSP00000294728	0	0	0	0	0.222	0	0	0.325	0.452
COL3A1	COL6A3	9606.ENSP00000304408	9606.ENSP00000295550	0	0	0	0.571	0.802	0	0.300	0.735	0.900
COL3A1	COL6A2	9606.ENSP00000304408	9606.ENSP00000300527	0	0	0	0.597	0.600	0.178	0.300	0.681	0.817
COL3A1	SPP1	9606.ENSP00000304408	9606.ENSP00000378517	0	0	0	0	0.062	0	0	0.414	0.426
COL3A1	MMP14	9606.ENSP00000304408	9606.ENSP00000308208	0	0	0	0	0.173	0.059	0	0.386	0.480
COL3A1	COL8A2	9606.ENSP00000304408	9606.ENSP00000380901	0	0	0.376	0.737	0.158	0	0.300	0.411	0.498
COL3A1	VIM	9606.ENSP00000304408	9606.ENSP00000446007	0	0	0	0	0.160	0.077	0	0.477	0.559
COL3A1	MARCO	9606.ENSP00000304408	9606.ENSP00000318916	0	0	0.430	0.716	0	0	0.540	0	0.592
COL3A1	FN1	9606.ENSP00000304408	9606.ENSP00000346839	0	0	0	0	0.343	0.056	0	0.686	0.789
COL3A1	SERPINH1	9606.ENSP00000304408	9606.ENSP00000434412	0	0	0	0	0.305	0.182	0.600	0.469	0.863
COL6A2	PCOLCE	9606.ENSP00000300527	9606.ENSP00000223061	0	0	0	0	0.564	0.151	0	0.470	0.787
COL6A2	LUM	9606.ENSP00000300527	9606.ENSP00000266718	0	0	0	0	0.373	0.076	0	0.475	0.669
COL6A2	COL6A3	9606.ENSP00000300527	9606.ENSP00000295550	0	0	0	0.657	0.861	0	0.900	0.947	0.990
COL6A2	MFAP2	9606.ENSP00000300527	9606.ENSP00000364685	0	0	0	0	0.158	0	0	0.326	0.409
COL6A2	COL8A2	9606.ENSP00000300527	9606.ENSP00000380901	0	0	0	0.662	0.124	0	0.300	0.443	0.451
COL6A2	MMP14	9606.ENSP00000300527	9606.ENSP00000308208	0	0	0	0	0.343	0.059	0	0.210	0.470
COL6A2	SPP1	9606.ENSP00000300527	9606.ENSP00000378517	0	0	0	0	0.060	0	0.500	0.193	0.587
COL6A2	FN1	9606.ENSP00000300527	9606.ENSP00000346839	0	0	0	0	0.295	0.225	0	0.457	0.677
COL6A2	SERPINH1	9606.ENSP00000300527	9606.ENSP00000434412	0	0	0	0	0.256	0.059	0.600	0.450	0.825
COL6A3	PCOLCE	9606.ENSP00000295550	9606.ENSP00000223061	0	0	0	0	0.275	0.151	0	0.402	0.600
COL6A3	OGN	9606.ENSP00000295550	9606.ENSP00000262551	0	0	0	0	0.235	0.076	0	0.323	0.480
COL6A3	LUM	9606.ENSP00000295550	9606.ENSP00000266718	0	0	0	0	0.585	0.076	0	0.558	0.816
COL6A3	ITGBL1	9606.ENSP00000295550	9606.ENSP00000365351	0	0	0	0	0.178	0.061	0	0.357	0.460
COL6A3	COL8A2	9606.ENSP00000295550	9606.ENSP00000380901	0	0	0	0.645	0.104	0	0.300	0.549	0.469
COL6A3	SPP1	9606.ENSP00000295550	9606.ENSP00000378517	0	0	0	0	0.062	0	0.500	0.181	0.582
COL6A3	FN1	9606.ENSP00000295550	9606.ENSP00000346839	0	0	0	0	0.229	0.056	0	0.505	0.608
COL6A3	PTRF	9606.ENSP00000295550	9606.ENSP00000349541	0	0	0	0	0.609	0	0	0.108	0.637
COL6A3	SERPINH1	9606.ENSP00000295550	9606.ENSP00000434412	0	0	0	0	0.161	0.059	0.600	0.298	0.748
COL8A2	FN1	9606.ENSP00000380901	9606.ENSP00000346839	0	0	0	0	0.070	0.271	0	0.311	0.492
COL8A2	SERPINH1	9606.ENSP00000380901	9606.ENSP00000434412	0	0	0	0	0.062	0	0.600	0.165	0.659
CSF3	OSM	9606.ENSP00000225474	9606.ENSP00000215781	0	0	0	0	0.077	0	0	0.510	0.528
CSF3	SERPINE1	9606.ENSP00000225474	9606.ENSP00000223095	0	0	0	0	0.069	0	0	0.428	0.444
CSF3	LRRC3	9606.ENSP00000225474	9606.ENSP00000291592	0	0	0	0	0	0	0	0.414	0.414
CSF3	SPP1	9606.ENSP00000225474	9606.ENSP00000378517	0	0	0	0	0	0	0	0.469	0.469
CSF3	PGF	9606.ENSP00000225474	9606.ENSP00000451040	0	0	0	0	0	0	0	0.497	0.497
CSF3	FN1	9606.ENSP00000225474	9606.ENSP00000346839	0	0	0	0	0	0	0	0.528	0.528
CSF3	CXCL11	9606.ENSP00000225474	9606.ENSP00000306884	0	0	0	0	0.098	0	0	0.517	0.546
CSF3	VCAM1	9606.ENSP00000225474	9606.ENSP00000294728	0	0	0	0	0	0	0	0.606	0.606
CSF3	SELE	9606.ENSP00000225474	9606.ENSP00000331736	0	0	0	0	0.088	0	0	0.612	0.631
CSF3	LEPR	9606.ENSP00000225474	9606.ENSP00000330393	0	0	0	0	0	0	0.600	0.324	0.718
CSF3	CXCR4	9606.ENSP00000225474	9606.ENSP00000386884	0	0	0	0	0	0	0	0.813	0.813
CSF3	IL9	9606.ENSP00000225474	9606.ENSP00000274520	0	0	0	0	0	0	0	0.815	0.815
CSF3	CXCL2	9606.ENSP00000225474	9606.ENSP00000427279	0	0	0	0	0.184	0	0.900	0.730	0.976
CSF3	CXCL1	9606.ENSP00000225474	9606.ENSP00000379110	0	0	0	0	0.214	0	0.900	0.800	0.982
CSTA	LYZ	9606.ENSP00000264474	9606.ENSP00000261267	0	0	0	0	0.177	0	0	0.368	0.457
CSTA	DSP	9606.ENSP00000264474	9606.ENSP00000369129	0	0	0	0	0	0.270	0	0.259	0.436
CTSW	PRF1	9606.ENSP00000311300	9606.ENSP00000398568	0	0	0	0	0.564	0	0	0.246	0.657
CXCL1	OSM	9606.ENSP00000379110	9606.ENSP00000215781	0	0	0	0	0.117	0	0	0.409	0.456
CXCL1	SERPINE1	9606.ENSP00000379110	9606.ENSP00000223095	0	0	0	0	0.135	0	0	0.515	0.563
CXCL1	LUM	9606.ENSP00000379110	9606.ENSP00000266718	0	0	0	0	0.063	0	0	0.676	0.684
CXCL1	IL9	9606.ENSP00000379110	9606.ENSP00000274520	0	0	0	0	0	0	0	0.664	0.664
CXCL1	VCAM1	9606.ENSP00000379110	9606.ENSP00000294728	0	0	0	0	0.082	0	0	0.682	0.696
CXCL1	CXCL11	9606.ENSP00000379110	9606.ENSP00000306884	0	0	0	0	0.118	0	0	0.700	0.725
CXCL1	SELE	9606.ENSP00000379110	9606.ENSP00000331736	0	0	0	0	0.065	0	0	0.584	0.595
CXCL1	FN1	9606.ENSP00000379110	9606.ENSP00000346839	0	0	0	0	0.062	0	0	0.539	0.549
CXCL1	PLAU	9606.ENSP00000379110	9606.ENSP00000361850	0	0	0	0	0.153	0	0	0.381	0.453
CXCL1	SPP1	9606.ENSP00000379110	9606.ENSP00000378517	0	0	0	0	0.085	0	0	0.475	0.499
CXCL1	PGF	9606.ENSP00000379110	9606.ENSP00000451040	0	0	0	0	0	0	0	0.411	0.411
CXCL1	CXCR6	9606.ENSP00000379110	9606.ENSP00000395704	0	0	0	0	0.049	0	0.600	0.428	0.763
CXCL1	CXCR4	9606.ENSP00000379110	9606.ENSP00000386884	0	0	0	0	0	0	0.600	0.773	0.905
CXCL1	CXCL2	9606.ENSP00000379110	9606.ENSP00000427279	0	0	0	0.979	0.809	0	0.800	0.876	0.960
CXCL11	VCAM1	9606.ENSP00000306884	9606.ENSP00000294728	0	0	0	0	0.065	0	0	0.505	0.517
CXCL11	PRF1	9606.ENSP00000306884	9606.ENSP00000398568	0	0	0	0	0	0	0	0.411	0.410
CXCL11	GBP2	9606.ENSP00000306884	9606.ENSP00000359497	0	0	0	0	0.167	0	0	0.354	0.439
CXCL11	SELE	9606.ENSP00000306884	9606.ENSP00000331736	0	0	0	0	0.070	0	0	0.425	0.442
CXCL11	CXCR6	9606.ENSP00000306884	9606.ENSP00000395704	0	0	0	0	0.089	0	0.600	0.460	0.786
CXCL11	CXCL2	9606.ENSP00000306884	9606.ENSP00000427279	0	0	0	0	0.108	0.237	0	0.730	0.800
CXCL11	CXCR4	9606.ENSP00000306884	9606.ENSP00000386884	0	0	0	0	0	0	0.600	0.765	0.902
CXCL2	IL9	9606.ENSP00000427279	9606.ENSP00000274520	0	0	0	0	0	0	0	0.480	0.480
CXCL2	VCAM1	9606.ENSP00000427279	9606.ENSP00000294728	0	0	0	0	0.062	0	0	0.636	0.644
CXCL2	SELE	9606.ENSP00000427279	9606.ENSP00000331736	0	0	0	0	0.089	0	0	0.502	0.527
CXCL2	FN1	9606.ENSP00000427279	9606.ENSP00000346839	0	0	0	0	0.062	0	0	0.438	0.450
CXCL2	CXCR4	9606.ENSP00000427279	9606.ENSP00000386884	0	0	0	0	0	0	0.600	0.872	0.946
CXCL2	CXCR6	9606.ENSP00000427279	9606.ENSP00000395704	0	0	0	0	0.049	0	0.600	0.369	0.739
CXCR4	TWIST1	9606.ENSP00000386884	9606.ENSP00000242261	0	0	0	0	0	0	0	0.441	0.441
CXCR4	KLF2	9606.ENSP00000386884	9606.ENSP00000248071	0	0	0	0	0.071	0.056	0	0.383	0.412
CXCR4	GZMM	9606.ENSP00000386884	9606.ENSP00000264553	0	0	0	0	0.098	0.102	0	0.427	0.495
CXCR4	VCAM1	9606.ENSP00000386884	9606.ENSP00000294728	0	0	0	0	0.053	0	0	0.747	0.751
CXCR4	MMP14	9606.ENSP00000386884	9606.ENSP00000308208	0	0	0	0	0	0.057	0	0.455	0.464
CXCR4	P2RY2	9606.ENSP00000386884	9606.ENSP00000310305	0	0	0	0.694	0	0	0.900	0.241	0.906
CXCR4	SELE	9606.ENSP00000386884	9606.ENSP00000331736	0	0	0	0	0	0	0	0.593	0.593
CXCR4	FN1	9606.ENSP00000386884	9606.ENSP00000346839	0	0	0	0	0	0	0	0.759	0.760
CXCR4	PLAU	9606.ENSP00000386884	9606.ENSP00000361850	0	0	0	0	0	0.097	0	0.416	0.450
CXCR4	KLF4	9606.ENSP00000386884	9606.ENSP00000363804	0	0	0	0	0	0.056	0	0.468	0.477
CXCR4	SPP1	9606.ENSP00000386884	9606.ENSP00000378517	0	0	0	0	0	0	0	0.715	0.715
CXCR4	NR4A1	9606.ENSP00000386884	9606.ENSP00000440864	0	0	0	0	0	0.058	0	0.408	0.419
CXCR4	PGF	9606.ENSP00000386884	9606.ENSP00000451040	0	0	0	0	0	0	0	0.457	0.457
CXCR4	PRF1	9606.ENSP00000386884	9606.ENSP00000398568	0	0	0	0	0.080	0	0	0.457	0.479
CXCR6	KLRB1	9606.ENSP00000395704	9606.ENSP00000229402	0	0	0	0	0.320	0	0	0.520	0.659
CXCR6	PRF1	9606.ENSP00000395704	9606.ENSP00000398568	0	0	0	0	0.206	0	0	0.520	0.603
CYBRD1	ZPBP	9606.ENSP00000319141	9606.ENSP00000046087	0	0	0	0	0	0	0	0.593	0.593
CYBRD1	HFE	9606.ENSP00000319141	9606.ENSP00000417404	0	0	0	0	0	0	0	0.720	0.720
DGCR6	SERPIND1	9606.ENSP00000331681	9606.ENSP00000215727	0	0	0	0	0.062	0	0	0.635	0.643
DSG2	DSP	9606.ENSP00000261590	9606.ENSP00000369129	0	0	0	0	0.327	0.057	0.600	0.917	0.976
DSP	KRT17	9606.ENSP00000369129	9606.ENSP00000308452	0	0	0	0	0.123	0.110	0	0.323	0.426
DSP	FN1	9606.ENSP00000369129	9606.ENSP00000346839	0	0	0	0	0.108	0	0	0.535	0.568
DSP	KRT19	9606.ENSP00000369129	9606.ENSP00000355124	0	0	0	0	0.347	0.058	0	0.345	0.562
DSP	VIM	9606.ENSP00000369129	9606.ENSP00000446007	0	0	0	0	0.062	0.282	0	0.303	0.489
ECM2	OGN	9606.ENSP00000344758	9606.ENSP00000262551	0	0	0	0.589	0.647	0	0	0.824	0.765
ECM2	OMD	9606.ENSP00000344758	9606.ENSP00000364700	0	0	0	0.640	0.215	0	0	0.872	0.459
EFNA4	TWIST1	9606.ENSP00000414378	9606.ENSP00000242261	0	0	0	0	0.062	0	0	0.395	0.408
EFNA4	EPHA2	9606.ENSP00000414378	9606.ENSP00000351209	0	0	0	0	0.206	0.300	0.600	0.947	0.986
EPHA2	NPC1L1	9606.ENSP00000351209	9606.ENSP00000289547	0	0	0	0	0.065	0	0	0.725	0.731
EPHA2	MMP14	9606.ENSP00000351209	9606.ENSP00000308208	0	0	0	0	0.152	0	0	0.415	0.483
EPHA2	FN1	9606.ENSP00000351209	9606.ENSP00000346839	0	0	0	0	0.139	0	0	0.638	0.675
EPHA2	PGF	9606.ENSP00000351209	9606.ENSP00000451040	0	0	0	0	0	0	0.600	0.154	0.647
EVC2	MSX1	9606.ENSP00000342144	9606.ENSP00000372170	0	0	0	0	0.062	0	0	0.502	0.512
EYA1	SIX2	9606.ENSP00000342626	9606.ENSP00000304502	0	0	0	0	0.062	0.861	0	0.908	0.987
EYA1	MSX1	9606.ENSP00000342626	9606.ENSP00000372170	0	0	0	0	0	0.061	0	0.424	0.436
EYA1	FN1	9606.ENSP00000342626	9606.ENSP00000346839	0	0	0	0	0	0	0	0.440	0.440
EYA1	FOXD1	9606.ENSP00000342626	9606.ENSP00000481581	0	0	0	0	0	0.062	0	0.552	0.561
EYA1	PAX1	9606.ENSP00000342626	9606.ENSP00000381499	0	0	0	0	0.062	0	0	0.568	0.577
FAM106A	FBXO39	9606.ENSP00000437812	9606.ENSP00000321386	0	0	0	0	0	0	0	0.556	0.556
FAM106A	TBC1D29	9606.ENSP00000437812	9606.ENSP00000462799	0	0	0	0	0	0	0	0.600	0.600
FBXO39	PCOLCE	9606.ENSP00000321386	9606.ENSP00000223061	0	0	0	0	0	0	0	0.617	0.617
FBXO39	TBC1D29	9606.ENSP00000321386	9606.ENSP00000462799	0	0	0	0	0.062	0.057	0	0.455	0.475
FCN1	LYZ	9606.ENSP00000360871	9606.ENSP00000261267	0	0	0	0	0.257	0	0	0.335	0.485
FGL2	VCAM1	9606.ENSP00000248598	9606.ENSP00000294728	0	0	0	0	0.488	0	0	0.159	0.551
FGL2	FN1	9606.ENSP00000248598	9606.ENSP00000346839	0	0	0	0	0	0.121	0.720	0.097	0.758
FN1	MYOC	9606.ENSP00000346839	9606.ENSP00000037502	0	0	0	0	0	0.270	0	0.850	0.885
FN1	PCOLCE	9606.ENSP00000346839	9606.ENSP00000223061	0	0	0	0	0.220	0	0	0.470	0.569
FN1	SERPINE1	9606.ENSP00000346839	9606.ENSP00000223095	0	0	0	0	0.295	0	0	0.749	0.815
FN1	TWIST1	9606.ENSP00000346839	9606.ENSP00000242261	0	0	0	0	0.144	0	0	0.689	0.723
FN1	LYVE1	9606.ENSP00000346839	9606.ENSP00000256178	0	0	0	0	0.062	0	0	0.460	0.471
FN1	NOV	9606.ENSP00000346839	9606.ENSP00000259526	0	0	0	0	0.081	0.317	0	0.393	0.586
FN1	OGN	9606.ENSP00000346839	9606.ENSP00000262551	0	0	0	0	0.063	0	0	0.392	0.405
FN1	MIA	9606.ENSP00000346839	9606.ENSP00000263369	0	0	0	0	0	0.270	0	0.685	0.760
FN1	SEMA3C	9606.ENSP00000346839	9606.ENSP00000265361	0	0	0	0	0.101	0	0	0.421	0.457
FN1	LUM	9606.ENSP00000346839	9606.ENSP00000266718	0	0	0	0	0.336	0	0	0.645	0.755
FN1	SFRP2	9606.ENSP00000346839	9606.ENSP00000274063	0	0	0	0	0.089	0	0	0.701	0.716
FN1	VCAM1	9606.ENSP00000346839	9606.ENSP00000294728	0	0	0	0	0.098	0	0	0.951	0.954
FN1	PCSK9	9606.ENSP00000346839	9606.ENSP00000303208	0	0	0	0	0.070	0	0	0.417	0.435
FN1	SEMA3E	9606.ENSP00000346839	9606.ENSP00000303212	0	0	0	0	0	0	0	0.402	0.402
FN1	MMP14	9606.ENSP00000346839	9606.ENSP00000308208	0	0	0	0	0.315	0	0	0.705	0.790
FN1	PGR	9606.ENSP00000346839	9606.ENSP00000325120	0	0	0	0	0	0	0	0.424	0.424
FN1	FOXC2	9606.ENSP00000346839	9606.ENSP00000326371	0	0	0	0	0.189	0	0	0.525	0.599
FN1	SELE	9606.ENSP00000346839	9606.ENSP00000331736	0	0	0	0	0.049	0	0	0.640	0.643
FN1	GPC3	9606.ENSP00000346839	9606.ENSP00000377836	0	0	0	0	0.078	0	0	0.380	0.403
FN1	SCNN1A	9606.ENSP00000346839	9606.ENSP00000353292	0	0	0	0	0	0	0	0.418	0.418
FN1	MFAP2	9606.ENSP00000346839	9606.ENSP00000364685	0	0	0	0	0.152	0	0	0.391	0.461
FN1	PRG4	9606.ENSP00000346839	9606.ENSP00000399679	0	0	0	0	0.062	0	0	0.449	0.462
FN1	ITGBL1	9606.ENSP00000346839	9606.ENSP00000365351	0	0	0	0	0.158	0	0	0.392	0.466
FN1	ITIH2	9606.ENSP00000346839	9606.ENSP00000351190	0	0	0	0	0.083	0.352	0	0.253	0.518
FN1	KLF4	9606.ENSP00000346839	9606.ENSP00000363804	0	0	0	0	0.063	0	0	0.536	0.546
FN1	KRT19	9606.ENSP00000346839	9606.ENSP00000355124	0	0	0	0	0.090	0.074	0	0.591	0.626
FN1	SERPINH1	9606.ENSP00000346839	9606.ENSP00000434412	0	0	0	0	0.231	0	0	0.558	0.645
FN1	PGF	9606.ENSP00000346839	9606.ENSP00000451040	0	0	0	0	0.064	0	0	0.741	0.747
FN1	VIM	9606.ENSP00000346839	9606.ENSP00000446007	0	0	0	0	0.129	0.074	0	0.716	0.751
FN1	PLAU	9606.ENSP00000346839	9606.ENSP00000361850	0	0	0	0	0.102	0	0.900	0.690	0.969
FN1	SPP1	9606.ENSP00000346839	9606.ENSP00000378517	0	0	0	0	0.102	0	0	0.981	0.983
FOXC2	TWIST1	9606.ENSP00000326371	9606.ENSP00000242261	0	0	0	0	0.147	0	0	0.714	0.746
FOXC2	LYVE1	9606.ENSP00000326371	9606.ENSP00000256178	0	0	0	0	0.065	0	0	0.629	0.638
FOXC2	PRRX2	9606.ENSP00000326371	9606.ENSP00000361547	0	0	0	0	0.159	0.078	0	0.371	0.470
FOXC2	VIM	9606.ENSP00000326371	9606.ENSP00000446007	0	0	0	0	0.089	0.058	0	0.483	0.518
FOXD1	SIX2	9606.ENSP00000481581	9606.ENSP00000304502	0	0	0	0	0.088	0	0	0.787	0.798
FOXD1	PRRX2	9606.ENSP00000481581	9606.ENSP00000361547	0	0	0	0	0.145	0.078	0	0.348	0.441
FOXD1	ZIC2	9606.ENSP00000481581	9606.ENSP00000365514	0	0	0	0	0.062	0.078	0	0.423	0.457
FOXD2	SIX2	9606.ENSP00000335493	9606.ENSP00000304502	0	0	0	0	0	0	0	0.575	0.575
FZD2	SFRP2	9606.ENSP00000323901	9606.ENSP00000274063	0	0	0	0.686	0.064	0	0.900	0.649	0.921
FZD2	SOST	9606.ENSP00000323901	9606.ENSP00000301691	0	0	0	0	0	0	0.900	0.219	0.918
GPC3	KRT19	9606.ENSP00000377836	9606.ENSP00000355124	0	0	0	0	0.088	0	0	0.669	0.686
GPC3	SPP1	9606.ENSP00000377836	9606.ENSP00000378517	0	0	0	0	0.069	0	0	0.422	0.438
GPR126	THSD4	9606.ENSP00000356581	9606.ENSP00000347484	0	0	0	0	0	0	0	0.520	0.520
GPR25	PROK1	9606.ENSP00000301917	9606.ENSP00000271331	0	0	0	0	0	0	0	0.664	0.664
GRHL3	ZIC2	9606.ENSP00000288955	9606.ENSP00000365514	0	0	0	0	0	0.067	0	0.395	0.411
GRHL3	KLF4	9606.ENSP00000288955	9606.ENSP00000363804	0	0	0	0	0	0.067	0	0.456	0.470
GSTM1	SPP1	9606.ENSP00000311469	9606.ENSP00000378517	0	0	0	0	0	0	0	0.932	0.932
GZMM	HBE1	9606.ENSP00000264553	9606.ENSP00000369586	0	0	0	0	0	0.138	0	0.387	0.449
GZMM	HBA1	9606.ENSP00000264553	9606.ENSP00000322421	0	0	0	0	0.135	0.138	0	0.430	0.537
GZMM	PRF1	9606.ENSP00000264553	9606.ENSP00000398568	0	0	0	0	0.228	0	0	0.480	0.581
HBA1	LYZ	9606.ENSP00000322421	9606.ENSP00000261267	0	0	0	0	0.140	0	0	0.344	0.412
HBA1	RPS26	9606.ENSP00000322421	9606.ENSP00000348849	0	0	0	0	0	0	0.900	0.168	0.913
HBA1	HBE1	9606.ENSP00000322421	9606.ENSP00000369586	0	0	0	0.876	0.177	0.948	0.540	0.667	0.980
HBA1	HBD	9606.ENSP00000322421	9606.ENSP00000369654	0	0	0	0.900	0.338	0.967	0.540	0.658	0.990
HBA1	HBB	9606.ENSP00000322421	9606.ENSP00000333994	0	0	0	0.900	0.786	0.995	0.720	0.895	0.999
HBB	HBE1	9606.ENSP00000333994	9606.ENSP00000369586	0	0	0	0.976	0	0	0.900	0.843	0.902
HBB	HBD	9606.ENSP00000333994	9606.ENSP00000369654	0	0	0	0.983	0.270	0	0.900	0.381	0.924
HBD	HBE1	9606.ENSP00000369654	9606.ENSP00000369586	0	0	0	0.974	0.137	0	0.900	0.810	0.911
HBE1	KRT19	9606.ENSP00000369586	9606.ENSP00000355124	0	0	0	0	0.069	0	0	0.406	0.423
HCAR1	HCAR3	9606.ENSP00000389255	9606.ENSP00000436714	0	0	0	0.939	0	0	0.600	0.910	0.622
HGFAC	ITIH2	9606.ENSP00000421801	9606.ENSP00000351190	0	0	0	0	0.445	0.056	0	0.055	0.462
HIST1H4F	HSPA6	9606.ENSP00000244537	9606.ENSP00000310219	0	0	0	0	0.062	0.420	0	0.071	0.451
HIST1H4F	KLF4	9606.ENSP00000244537	9606.ENSP00000363804	0	0	0	0	0.062	0.285	0	0.261	0.461
HIST1H4F	VIM	9606.ENSP00000244537	9606.ENSP00000446007	0	0	0	0	0	0.486	0	0.154	0.547
HLA-DQA1	ITK	9606.ENSP00000339398	9606.ENSP00000398655	0	0	0	0	0.139	0	0.600	0.094	0.660
HLA-DQA1	PTPN22	9606.ENSP00000339398	9606.ENSP00000352833	0	0	0	0	0.086	0	0.900	0.517	0.952
IFNL2	LEPR	9606.ENSP00000333639	9606.ENSP00000330393	0	0	0	0	0	0	0.600	0.043	0.600
IL9	KLRB1	9606.ENSP00000274520	9606.ENSP00000229402	0	0	0	0	0	0	0	0.404	0.404
IL9	PRF1	9606.ENSP00000274520	9606.ENSP00000398568	0	0	0	0	0	0	0	0.422	0.422
IL9	LEPR	9606.ENSP00000274520	9606.ENSP00000330393	0	0	0	0	0	0	0.600	0.061	0.608
ITGBL1	LAMC2	9606.ENSP00000365351	9606.ENSP00000264144	0	0	0	0	0.062	0.130	0	0.433	0.497
ITIH2	SERPIND1	9606.ENSP00000351190	9606.ENSP00000215727	0	0	0	0	0.604	0	0	0.540	0.810
ITK	KLF2	9606.ENSP00000398655	9606.ENSP00000248071	0	0	0	0	0.055	0.067	0	0.395	0.419
ITK	PTPN22	9606.ENSP00000398655	9606.ENSP00000352833	0	0	0	0	0.573	0.078	0	0.136	0.630
ITK	PRF1	9606.ENSP00000398655	9606.ENSP00000398568	0	0	0	0	0.214	0	0	0.335	0.455
IZUMO1	ZPBP	9606.ENSP00000327786	9606.ENSP00000046087	0	0	0	0	0	0	0	0.435	0.435
IZUMO1	ZP3	9606.ENSP00000327786	9606.ENSP00000378326	0	0	0	0	0	0	0	0.774	0.774
KLF2	SOX7	9606.ENSP00000248071	9606.ENSP00000301921	0	0	0	0	0.063	0.101	0	0.356	0.410
KLF2	NR4A1	9606.ENSP00000248071	9606.ENSP00000440864	0	0	0	0	0.073	0.061	0	0.457	0.486
KLF2	SELE	9606.ENSP00000248071	9606.ENSP00000331736	0	0	0	0	0	0.058	0	0.490	0.499
KLF2	VCAM1	9606.ENSP00000248071	9606.ENSP00000294728	0	0	0	0	0.091	0	0	0.559	0.582
KLF4	TWIST1	9606.ENSP00000363804	9606.ENSP00000242261	0	0	0	0	0.062	0	0	0.473	0.485
KLF4	VCAM1	9606.ENSP00000363804	9606.ENSP00000294728	0	0	0	0	0.065	0	0	0.394	0.409
KLF4	SOX7	9606.ENSP00000363804	9606.ENSP00000301921	0	0	0	0	0.062	0.101	0	0.420	0.469
KLF4	PGR	9606.ENSP00000363804	9606.ENSP00000325120	0	0	0	0	0	0.076	0	0.444	0.464
KLF4	LEFTY2	9606.ENSP00000363804	9606.ENSP00000355785	0	0	0	0	0	0.057	0	0.460	0.469
KLF4	NR4A1	9606.ENSP00000363804	9606.ENSP00000440864	0	0	0	0	0.134	0.061	0	0.370	0.442
KLF5	TP63	9606.ENSP00000366915	9606.ENSP00000264731	0	0	0	0	0.062	0.228	0	0.330	0.473
KLF5	MSX1	9606.ENSP00000366915	9606.ENSP00000372170	0	0	0	0	0	0.061	0	0.389	0.402
KLHDC7A	LRRC37A2	9606.ENSP00000383505	9606.ENSP00000459551	0	0	0	0	0.049	0	0	0.422	0.426
KLRB1	PRF1	9606.ENSP00000229402	9606.ENSP00000398568	0	0	0	0	0.273	0	0	0.635	0.723
KRT17	TP63	9606.ENSP00000308452	9606.ENSP00000264731	0	0	0	0	0.122	0	0	0.349	0.404
KRT17	KRT19	9606.ENSP00000308452	9606.ENSP00000355124	0	0	0	0.966	0.168	0.094	0.300	0.710	0.439
KRT17	TACSTD2	9606.ENSP00000308452	9606.ENSP00000360269	0	0	0	0	0.231	0	0	0.309	0.446
KRT17	PGR	9606.ENSP00000308452	9606.ENSP00000325120	0	0	0	0	0	0.056	0	0.561	0.567
KRT19	OSM	9606.ENSP00000355124	9606.ENSP00000215781	0	0	0	0	0	0	0	0.434	0.434
KRT19	TWIST1	9606.ENSP00000355124	9606.ENSP00000242261	0	0	0	0	0.062	0	0	0.504	0.515
KRT19	PGR	9606.ENSP00000355124	9606.ENSP00000325120	0	0	0	0	0.065	0.056	0	0.556	0.573
KRT19	TBC1D7	9606.ENSP00000355124	9606.ENSP00000475727	0	0	0	0	0	0.432	0	0	0.432
KRT19	SPP1	9606.ENSP00000355124	9606.ENSP00000378517	0	0	0	0	0	0	0	0.472	0.472
KRT19	TACSTD2	9606.ENSP00000355124	9606.ENSP00000360269	0	0	0	0	0.358	0	0	0.383	0.587
LAMC2	MMP14	9606.ENSP00000264144	9606.ENSP00000308208	0	0	0	0	0.069	0	0.900	0.321	0.931
LEPR	OSM	9606.ENSP00000330393	9606.ENSP00000215781	0	0	0	0	0	0.059	0.600	0.327	0.724
LMX1B	MYOC	9606.ENSP00000347684	9606.ENSP00000037502	0	0	0	0	0	0	0	0.539	0.539
LMX1B	MSX1	9606.ENSP00000347684	9606.ENSP00000372170	0	0	0	0	0	0.150	0	0.476	0.536
